filename,word_count,long_video,deep_review_priority,novelty_score,coverage_score,rules_hit,rules_list
Does this count as breaking a rule.txt,3442,True,True,0.9868,0.0132,9,SCRN-003_float|ENTR-003_dollar_levels|STOP-003_fifty_pct_daily_stop|STOP-007_position_stop|PROF-003_daily_goals|PROF-006_start_small|MKTCOND-001_cold_hot_framework|TIMING-002_opening_range|TIMING-003_midday_dead
The Pops & Drops Were INTENSE Today!.txt,3574,True,True,0.9868,0.0132,12,SCRN-001_news_catalyst|SCRN-003_float|SCRN-007_foreign_stocks|SCRN-010_front_back_side|ENTR-005_vwap|ENTR-009_topping_tails|STOP-003_fifty_pct_daily_stop|PROF-003_daily_goals|PROF-004_size_up_hot|PROF-006_start_small|TIMING-001_premarket_watch|TIMING-002_opening_range
Webull IPO +377% TODAY.txt,3167,True,True,0.9868,0.0132,10,SCRN-001_news_catalyst|SCRN-003_float|SCRN-004_price_range|SCRN-005_daily_chart_room|ENTR-003_dollar_levels|STOP-006_halt_offering|PROF-003_daily_goals|MKTCOND-001_cold_hot_framework|TIMING-001_premarket_watch|TIMING-002_opening_range
"+$5,325 & Cruisin' past $400k in profits in my account I started with $583.15.txt",4868,True,True,0.9867,0.0133,11,ENTR-002_fcnh|ENTR-003_dollar_levels|ENTR-004_micro_pullback|STOP-003_fifty_pct_daily_stop|STOP-007_position_stop|PROF-001_dont_cap_green|PROF-003_daily_goals|MKTCOND-002_leading_gapper|TIMING-001_premarket_watch|TIMING-002_opening_range|TIMING-003_midday_dead
Canadian Stock Goes Up +500% in 2 days on News.txt,2468,True,True,0.9867,0.0133,9,SCRN-004_price_range|STOP-001_macd_hands_off|STOP-003_fifty_pct_daily_stop|STOP-004_thirty_pct_soft_stop|PROF-003_daily_goals|PROF-005_cold_market|MKTCOND-001_cold_hot_framework|TIMING-001_premarket_watch|TIMING-002_opening_range
Day Trading $BBAI $MOBQ $ADN $IOBT Recap By Ross Cameron.txt,2418,True,True,0.9867,0.0133,9,SCRN-001_news_catalyst|SCRN-003_float|SCRN-004_price_range|ENTR-002_fcnh|ENTR-004_micro_pullback|STOP-003_fifty_pct_daily_stop|PROF-002_scale_out|MKTCOND-002_leading_gapper|MKTCOND-004_overall_market
"First Green Day in Italy! +$6,825! Ross' Trade Recap.txt",2345,True,True,0.9867,0.0133,8,SCRN-003_float|SCRN-004_price_range|ENTR-003_dollar_levels|ENTR-004_micro_pullback|MKTCOND-001_cold_hot_framework|MKTCOND-002_leading_gapper|TIMING-002_opening_range|TIMING-003_midday_dead
"No Red October! 22nd Green Day +$1,421.42.txt",3490,True,True,0.9867,0.0133,7,ENTR-003_dollar_levels|STOP-003_fifty_pct_daily_stop|PROF-002_scale_out|MKTCOND-005_seasonal|TIMING-001_premarket_watch|TIMING-002_opening_range|TIMING-003_midday_dead
[LIVE] $SHPH +180% Live Day Trading Morning Show with Ross Cameron.txt,3574,True,True,0.9867,0.0133,10,SCRN-001_news_catalyst|ENTR-003_dollar_levels|ENTR-004_micro_pullback|ENTR-009_topping_tails|PROF-001_dont_cap_green|PROF-003_daily_goals|MKTCOND-002_leading_gapper|MKTCOND-004_overall_market|TIMING-002_opening_range|TIMING-003_midday_dead
[LIVE] Chinese IPO goes +500% from $4.00 IPO Price to $235.95 #stocks #daytrading.txt,3411,True,True,0.9867,0.0133,11,SCRN-001_news_catalyst|SCRN-003_float|SCRN-004_price_range|SCRN-005_daily_chart_room|ENTR-004_micro_pullback|STOP-006_halt_offering|PROF-005_cold_market|MKTCOND-004_overall_market|TIMING-001_premarket_watch|TIMING-003_midday_dead|TIMING-005_session_length
"+$11,376.47 in 43 minutes!! Redemption!!.txt",4118,True,True,0.9866,0.0134,15,SCRN-003_float|SCRN-004_price_range|ENTR-002_fcnh|ENTR-003_dollar_levels|ENTR-004_micro_pullback|STOP-003_fifty_pct_daily_stop|STOP-004_thirty_pct_soft_stop|STOP-007_position_stop|PROF-001_dont_cap_green|PROF-003_daily_goals|MKTCOND-002_leading_gapper|MKTCOND-004_overall_market|MKTCOND-005_seasonal|TIMING-002_opening_range|TIMING-003_midday_dead
Day 14 of the Small Account Challenge $GLBS $SGY $ZX and $ETRM.txt,6669,True,True,0.9866,0.0134,15,SCRN-001_news_catalyst|SCRN-003_float|SCRN-004_price_range|SCRN-005_daily_chart_room|SCRN-008_sector_theme|ENTR-002_fcnh|ENTR-003_dollar_levels|STOP-003_fifty_pct_daily_stop|STOP-007_position_stop|PROF-002_scale_out|PROF-004_size_up_hot|MKTCOND-004_overall_market|TIMING-001_premarket_watch|TIMING-002_opening_range|TIMING-003_midday_dead
"Day 8 of the Small Account Challenge +92% +$1,761.75 $APOP $BSPM $LEDS $THST.txt",7367,True,True,0.9866,0.0134,16,SCRN-001_news_catalyst|SCRN-003_float|SCRN-005_daily_chart_room|SCRN-008_sector_theme|ENTR-002_fcnh|STOP-003_fifty_pct_daily_stop|PROF-002_scale_out|PROF-004_size_up_hot|PROF-005_cold_market|MKTCOND-002_leading_gapper|MKTCOND-005_seasonal|TIMING-001_premarket_watch|TIMING-002_opening_range|TIMING-003_midday_dead|TIMING-004_no_trade_days|TIMING-006_power_hour
Finishing The Week +$80k Day Trading! Recap by Ross Cameron.txt,2860,True,True,0.9866,0.0134,11,SCRN-001_news_catalyst|SCRN-006_reverse_splits|ENTR-002_fcnh|ENTR-003_dollar_levels|STOP-006_halt_offering|STOP-007_position_stop|PROF-003_daily_goals|MKTCOND-002_leading_gapper|MKTCOND-004_overall_market|MKTCOND-005_seasonal|TIMING-002_opening_range
$IMMX +50% Day Trading Recap by Ross Cameron.txt,3119,True,True,0.9865,0.0135,10,ENTR-004_micro_pullback|STOP-004_thirty_pct_soft_stop|PROF-002_scale_out|PROF-003_daily_goals|PROF-004_size_up_hot|PROF-005_cold_market|MKTCOND-002_leading_gapper|TIMING-001_premarket_watch|TIMING-002_opening_range|TIMING-004_no_trade_days
$JAN +166% Ross's Trade Recap.txt,2662,True,True,0.9865,0.0135,8,SCRN-003_float|ENTR-002_fcnh|ENTR-003_dollar_levels|STOP-003_fifty_pct_daily_stop|PROF-003_daily_goals|MKTCOND-005_seasonal|TIMING-001_premarket_watch|TIMING-003_midday_dead
$PIK +300% in 2 Days Day Trading Recap by Ross Cameron.txt,5104,True,True,0.9865,0.0135,16,SCRN-004_price_range|SCRN-005_daily_chart_room|ENTR-003_dollar_levels|ENTR-004_micro_pullback|STOP-003_fifty_pct_daily_stop|STOP-004_thirty_pct_soft_stop|PROF-001_dont_cap_green|PROF-002_scale_out|PROF-003_daily_goals|PROF-004_size_up_hot|PROF-005_cold_market|MKTCOND-001_cold_hot_framework|MKTCOND-002_leading_gapper|MKTCOND-004_overall_market|TIMING-001_premarket_watch|TIMING-003_midday_dead
"+$3,650 in Ten Minutes of Trading Ross's Trade Recap.txt",2434,True,True,0.9865,0.0135,7,SCRN-001_news_catalyst|SCRN-005_daily_chart_room|ENTR-003_dollar_levels|ENTR-004_micro_pullback|STOP-003_fifty_pct_daily_stop|PROF-003_daily_goals|MKTCOND-002_leading_gapper
20 Stocks and 392 Trades Ross's Trade Recap.txt,7101,True,True,0.9865,0.0135,15,SCRN-001_news_catalyst|SCRN-010_front_back_side|ENTR-003_dollar_levels|ENTR-004_micro_pullback|STOP-003_fifty_pct_daily_stop|STOP-006_halt_offering|STOP-007_position_stop|PROF-001_dont_cap_green|PROF-003_daily_goals|MKTCOND-002_leading_gapper|MKTCOND-004_overall_market|TIMING-001_premarket_watch|TIMING-002_opening_range|TIMING-003_midday_dead|TIMING-006_power_hour
A $10k Green day! Ross's Trade Recap.txt,3066,True,True,0.9865,0.0135,7,SCRN-004_price_range|SCRN-005_daily_chart_room|ENTR-002_fcnh|ENTR-003_dollar_levels|MKTCOND-002_leading_gapper|TIMING-002_opening_range|TIMING-003_midday_dead
Recent IPO via Special Aquisition Squeezes +200% in 1 Day!.txt,3043,True,True,0.9865,0.0135,13,SCRN-001_news_catalyst|SCRN-003_float|SCRN-004_price_range|SCRN-005_daily_chart_room|SCRN-008_sector_theme|SCRN-010_front_back_side|ENTR-005_vwap|ENTR-009_topping_tails|PROF-003_daily_goals|PROF-006_start_small|MKTCOND-004_overall_market|TIMING-001_premarket_watch|TIMING-002_opening_range
$3.6K on The 36th Trading Day! Ross' Trade Recap.txt,3019,True,True,0.9864,0.0136,9,SCRN-003_float|SCRN-005_daily_chart_room|ENTR-005_vwap|ENTR-009_topping_tails|PROF-004_size_up_hot|MKTCOND-002_leading_gapper|TIMING-001_premarket_watch|TIMING-002_opening_range|TIMING-003_midday_dead
"Day 57 of the $583.15 Trading Challenge +$4,966.64.txt",2816,True,True,0.9864,0.0136,7,SCRN-001_news_catalyst|ENTR-002_fcnh|ENTR-003_dollar_levels|MKTCOND-002_leading_gapper|TIMING-001_premarket_watch|TIMING-002_opening_range|TIMING-003_midday_dead
Making Money on Vacation! +$738 Ross' Trade Recap.txt,1169,False,False,0.9864,0.0136,5,SCRN-003_float|PROF-003_daily_goals|PROF-005_cold_market|MKTCOND-002_leading_gapper|TIMING-003_midday_dead
Red Day Recap (5th red day in a row).txt,1604,True,True,0.9864,0.0136,6,SCRN-004_price_range|ENTR-003_dollar_levels|ENTR-004_micro_pullback|MKTCOND-003_cheap_gappers|MKTCOND-005_seasonal|TIMING-003_midday_dead
Stock goes up 644% in 1 Day!.txt,4200,True,True,0.9864,0.0136,17,SCRN-001_news_catalyst|SCRN-003_float|SCRN-006_reverse_splits|SCRN-009_short_interest|ENTR-002_fcnh|ENTR-003_dollar_levels|ENTR-004_micro_pullback|ENTR-007_order_spoofing|ENTR-009_topping_tails|STOP-003_fifty_pct_daily_stop|PROF-004_size_up_hot|PROF-005_cold_market|MKTCOND-004_overall_market|TIMING-001_premarket_watch|TIMING-002_opening_range|TIMING-004_no_trade_days|TIMING-006_power_hour
17th Green Day +$3k on MDGS +100% Ross's Trade Recap.txt,3602,True,True,0.9863,0.0137,11,SCRN-001_news_catalyst|ENTR-002_fcnh|ENTR-003_dollar_levels|ENTR-004_micro_pullback|ENTR-009_topping_tails|STOP-003_fifty_pct_daily_stop|PROF-005_cold_market|MKTCOND-002_leading_gapper|TIMING-001_premarket_watch|TIMING-002_opening_range|TIMING-003_midday_dead
I'm looking for this setup tomorrow!.txt,3069,True,True,0.9863,0.0137,12,SCRN-001_news_catalyst|SCRN-003_float|SCRN-004_price_range|SCRN-010_front_back_side|ENTR-001_macd_gate|ENTR-004_micro_pullback|ENTR-005_vwap|ENTR-007_order_spoofing|STOP-006_halt_offering|PROF-002_scale_out|MKTCOND-001_cold_hot_framework|TIMING-001_premarket_watch
Not a Way To Start The Week -$19k Ross's Trade Recap.txt,5256,True,True,0.9863,0.0137,15,SCRN-001_news_catalyst|SCRN-003_float|SCRN-004_price_range|SCRN-006_reverse_splits|SCRN-009_short_interest|ENTR-002_fcnh|ENTR-003_dollar_levels|ENTR-004_micro_pullback|STOP-003_fifty_pct_daily_stop|PROF-002_scale_out|PROF-003_daily_goals|PROF-004_size_up_hot|PROF-005_cold_market|MKTCOND-002_leading_gapper|TIMING-003_midday_dead
"+$1,700 by 10AM! Ross' Trade Recap.txt",3810,True,True,0.9862,0.0138,13,SCRN-001_news_catalyst|SCRN-004_price_range|SCRN-005_daily_chart_room|ENTR-003_dollar_levels|ENTR-007_order_spoofing|PROF-002_scale_out|MKTCOND-001_cold_hot_framework|MKTCOND-002_leading_gapper|MKTCOND-004_overall_market|MKTCOND-005_seasonal|TIMING-001_premarket_watch|TIMING-002_opening_range|TIMING-003_midday_dead
+$30k on (NASDAQ ALF) Recap by Ross Cameron.txt,2506,True,True,0.9862,0.0138,11,SCRN-001_news_catalyst|SCRN-002_relative_volume|SCRN-003_float|STOP-004_thirty_pct_soft_stop|PROF-004_size_up_hot|PROF-005_cold_market|MKTCOND-002_leading_gapper|MKTCOND-004_overall_market|TIMING-001_premarket_watch|TIMING-002_opening_range|TIMING-004_no_trade_days
Don't Trade Monday Before Watching This!.txt,3577,True,True,0.9862,0.0138,13,SCRN-001_news_catalyst|SCRN-004_price_range|SCRN-005_daily_chart_room|ENTR-001_macd_gate|ENTR-002_fcnh|ENTR-006_bull_flag|ENTR-009_topping_tails|STOP-002_ema_cross|PROF-001_dont_cap_green|MKTCOND-001_cold_hot_framework|MKTCOND-004_overall_market|TIMING-001_premarket_watch|TIMING-002_opening_range
Got Stopped Out.txt,2140,True,True,0.9862,0.0138,8,SCRN-004_price_range|SCRN-010_front_back_side|STOP-003_fifty_pct_daily_stop|STOP-005_fifty_pct_retrace|PROF-003_daily_goals|MKTCOND-004_overall_market|TIMING-001_premarket_watch|TIMING-002_opening_range
Nice Green Day To End The Week +$4K! Ross' Trade Recap.txt,3687,True,True,0.9862,0.0138,11,SCRN-001_news_catalyst|SCRN-003_float|SCRN-005_daily_chart_room|SCRN-009_short_interest|ENTR-003_dollar_levels|STOP-003_fifty_pct_daily_stop|PROF-003_daily_goals|PROF-004_size_up_hot|MKTCOND-001_cold_hot_framework|MKTCOND-004_overall_market|TIMING-003_midday_dead
No Trades Today Ross' Trade Recap.txt,3835,True,True,0.9862,0.0138,15,SCRN-003_float|SCRN-004_price_range|SCRN-005_daily_chart_room|SCRN-009_short_interest|SCRN-010_front_back_side|ENTR-002_fcnh|ENTR-004_micro_pullback|ENTR-006_bull_flag|STOP-005_fifty_pct_retrace|PROF-001_dont_cap_green|PROF-005_cold_market|MKTCOND-002_leading_gapper|MKTCOND-004_overall_market|TIMING-002_opening_range|TIMING-003_midday_dead
This is frustrating!.txt,1721,True,True,0.9862,0.0138,6,SCRN-001_news_catalyst|SCRN-005_daily_chart_room|ENTR-003_dollar_levels|STOP-003_fifty_pct_daily_stop|MKTCOND-003_cheap_gappers|TIMING-002_opening_range
Worst Day.txt,4712,True,True,0.9862,0.0138,17,SCRN-001_news_catalyst|SCRN-003_float|SCRN-010_front_back_side|ENTR-001_macd_gate|ENTR-004_micro_pullback|STOP-001_macd_hands_off|STOP-003_fifty_pct_daily_stop|STOP-005_fifty_pct_retrace|STOP-007_position_stop|PROF-004_size_up_hot|PROF-005_cold_market|MKTCOND-001_cold_hot_framework|MKTCOND-002_leading_gapper|TIMING-001_premarket_watch|TIMING-002_opening_range|TIMING-003_midday_dead|TIMING-006_power_hour
"+$5,233.07 with 89% accuracy! Breaking +$17k on the month today! [6gIAmLJC-WQ].txt",2548,True,True,0.9861,0.0139,12,SCRN-004_price_range|ENTR-002_fcnh|ENTR-003_dollar_levels|STOP-003_fifty_pct_daily_stop|STOP-007_position_stop|PROF-001_dont_cap_green|PROF-002_scale_out|MKTCOND-002_leading_gapper|MKTCOND-005_seasonal|TIMING-001_premarket_watch|TIMING-002_opening_range|TIMING-003_midday_dead
"+$5,233.07 with 89% accuracy! Breaking +$17k on the month today!.txt",2548,True,True,0.9861,0.0139,12,SCRN-004_price_range|ENTR-002_fcnh|ENTR-003_dollar_levels|STOP-003_fifty_pct_daily_stop|STOP-007_position_stop|PROF-001_dont_cap_green|PROF-002_scale_out|MKTCOND-002_leading_gapper|MKTCOND-005_seasonal|TIMING-001_premarket_watch|TIMING-002_opening_range|TIMING-003_midday_dead
"A Great Way To Finish The Week! +$5,372 Ross' Trade Recap.txt",2947,True,True,0.9861,0.0139,7,SCRN-002_relative_volume|SCRN-003_float|SCRN-004_price_range|SCRN-005_daily_chart_room|ENTR-003_dollar_levels|PROF-003_daily_goals|MKTCOND-002_leading_gapper
A Surprise Short Squeeze.txt,4619,True,True,0.9861,0.0139,15,SCRN-001_news_catalyst|SCRN-002_relative_volume|SCRN-003_float|SCRN-007_foreign_stocks|SCRN-009_short_interest|ENTR-003_dollar_levels|ENTR-004_micro_pullback|STOP-003_fifty_pct_daily_stop|PROF-001_dont_cap_green|PROF-003_daily_goals|PROF-005_cold_market|MKTCOND-001_cold_hot_framework|TIMING-002_opening_range|TIMING-004_no_trade_days|TIMING-006_power_hour
"Back in Action +$1,866 on $RKDA! Ross' Trade Recap.txt",2304,True,True,0.9861,0.0139,9,SCRN-003_float|SCRN-004_price_range|ENTR-002_fcnh|ENTR-003_dollar_levels|STOP-001_macd_hands_off|STOP-003_fifty_pct_daily_stop|PROF-002_scale_out|PROF-003_daily_goals|TIMING-003_midday_dead
LIVE Day Trading Morning Show with Ross Cameron [zkwgKTMYbQk].txt,1717,True,True,0.9861,0.0139,7,SCRN-001_news_catalyst|SCRN-006_reverse_splits|PROF-003_daily_goals|MKTCOND-002_leading_gapper|TIMING-001_premarket_watch|TIMING-002_opening_range|TIMING-003_midday_dead
May The 4th is With Me.txt,2110,True,True,0.9861,0.0139,8,SCRN-001_news_catalyst|SCRN-005_daily_chart_room|SCRN-009_short_interest|ENTR-006_bull_flag|PROF-005_cold_market|MKTCOND-001_cold_hot_framework|TIMING-002_opening_range|TIMING-003_midday_dead
Red Day Part II The Revenge of The False Breakout.txt,2891,True,True,0.9861,0.0139,14,SCRN-001_news_catalyst|SCRN-004_price_range|SCRN-009_short_interest|ENTR-002_fcnh|ENTR-003_dollar_levels|STOP-004_thirty_pct_soft_stop|STOP-007_position_stop|PROF-001_dont_cap_green|PROF-002_scale_out|PROF-004_size_up_hot|MKTCOND-004_overall_market|TIMING-001_premarket_watch|TIMING-002_opening_range|TIMING-003_midday_dead
Red Day Recap [sZrAGqKRP5I].txt,902,False,False,0.9861,0.0139,5,SCRN-001_news_catalyst|STOP-003_fifty_pct_daily_stop|PROF-001_dont_cap_green|PROF-005_cold_market|TIMING-002_opening_range
[LIVE] DAY TRADING Morning Show 9 00 - 9 30am ET with Ross Cameron [bKvTFaT3tFs].txt,2770,True,True,0.9861,0.0139,10,SCRN-001_news_catalyst|SCRN-003_float|PROF-001_dont_cap_green|PROF-005_cold_market|PROF-006_start_small|MKTCOND-002_leading_gapper|MKTCOND-004_overall_market|MKTCOND-005_seasonal|TIMING-002_opening_range|TIMING-004_no_trade_days
"Aggressive, but Cautious Trading +$8,795! Ross' Trade Recap.txt",5533,True,True,0.986,0.014,12,SCRN-001_news_catalyst|SCRN-003_float|SCRN-004_price_range|SCRN-006_reverse_splits|SCRN-009_short_interest|ENTR-002_fcnh|ENTR-003_dollar_levels|ENTR-004_micro_pullback|STOP-005_fifty_pct_retrace|PROF-002_scale_out|TIMING-002_opening_range|TIMING-003_midday_dead
Cash for Valentine's Day Gifts! Ross' Trade Recap.txt,3909,True,True,0.986,0.014,16,SCRN-001_news_catalyst|SCRN-004_price_range|SCRN-005_daily_chart_room|SCRN-007_foreign_stocks|SCRN-009_short_interest|ENTR-002_fcnh|ENTR-004_micro_pullback|ENTR-006_bull_flag|STOP-003_fifty_pct_daily_stop|STOP-004_thirty_pct_soft_stop|STOP-007_position_stop|PROF-002_scale_out|PROF-003_daily_goals|MKTCOND-002_leading_gapper|TIMING-001_premarket_watch|TIMING-003_midday_dead
Finally Break Even! Ross' Trade Recap.txt,2603,True,True,0.986,0.014,9,SCRN-001_news_catalyst|SCRN-004_price_range|SCRN-006_reverse_splits|ENTR-003_dollar_levels|ENTR-004_micro_pullback|ENTR-009_topping_tails|STOP-003_fifty_pct_daily_stop|MKTCOND-001_cold_hot_framework|TIMING-002_opening_range
Giving Back More Profits -$35k Recap by Ross Cameron.txt,4024,True,True,0.986,0.014,13,SCRN-009_short_interest|ENTR-002_fcnh|ENTR-003_dollar_levels|ENTR-008_double_bottom|STOP-005_fifty_pct_retrace|PROF-001_dont_cap_green|PROF-003_daily_goals|PROF-004_size_up_hot|PROF-005_cold_market|MKTCOND-001_cold_hot_framework|MKTCOND-005_seasonal|TIMING-002_opening_range|TIMING-003_midday_dead
I'm RED on the Biggest Percentage Gainer in the Market Today.txt,4925,True,True,0.986,0.014,18,SCRN-001_news_catalyst|SCRN-003_float|SCRN-004_price_range|SCRN-006_reverse_splits|SCRN-008_sector_theme|ENTR-003_dollar_levels|ENTR-004_micro_pullback|STOP-004_thirty_pct_soft_stop|STOP-006_halt_offering|PROF-001_dont_cap_green|PROF-003_daily_goals|PROF-004_size_up_hot|PROF-005_cold_market|MKTCOND-002_leading_gapper|MKTCOND-003_cheap_gappers|TIMING-001_premarket_watch|TIMING-005_session_length|TIMING-006_power_hour
Learn from my mistakes! Swinging for the fences DOESN'T always work.txt,4474,True,True,0.986,0.014,16,SCRN-001_news_catalyst|SCRN-003_float|SCRN-004_price_range|SCRN-005_daily_chart_room|ENTR-002_fcnh|ENTR-003_dollar_levels|ENTR-004_micro_pullback|ENTR-009_topping_tails|STOP-001_macd_hands_off|PROF-005_cold_market|MKTCOND-001_cold_hot_framework|MKTCOND-003_cheap_gappers|MKTCOND-004_overall_market|TIMING-001_premarket_watch|TIMING-003_midday_dead|TIMING-006_power_hour
Red Day Recap Day Trading Recap by Ross Cameron [gEIcqh8oz18].txt,2640,True,True,0.986,0.014,9,SCRN-002_relative_volume|ENTR-003_dollar_levels|ENTR-004_micro_pullback|STOP-003_fifty_pct_daily_stop|PROF-005_cold_market|MKTCOND-004_overall_market|TIMING-001_premarket_watch|TIMING-002_opening_range|TIMING-004_no_trade_days
[LIVE] Live Day Trading Morning Show with Ross Cameron #stocks #daytrading [jrAWgD3tdCQ].txt,2211,True,True,0.986,0.014,7,SCRN-001_news_catalyst|PROF-001_dont_cap_green|PROF-003_daily_goals|PROF-005_cold_market|MKTCOND-001_cold_hot_framework|MKTCOND-004_overall_market|TIMING-002_opening_range
$PGY +100% DRCT +100% Day Trading Recap by Ross Cameron.txt,3576,True,True,0.9859,0.0141,8,SCRN-004_price_range|SCRN-005_daily_chart_room|ENTR-003_dollar_levels|STOP-007_position_stop|MKTCOND-002_leading_gapper|MKTCOND-004_overall_market|TIMING-001_premarket_watch|TIMING-002_opening_range
+$28k on (NASDAQ ALF & IKNX) Recap by Ross Cameron.txt,2585,True,True,0.9859,0.0141,10,SCRN-001_news_catalyst|SCRN-004_price_range|ENTR-006_bull_flag|ENTR-009_topping_tails|STOP-006_halt_offering|STOP-007_position_stop|PROF-001_dont_cap_green|PROF-003_daily_goals|MKTCOND-005_seasonal|TIMING-001_premarket_watch
+$7.5K While on Vacation! Ross' Trade Recap.txt,1916,True,True,0.9859,0.0141,5,SCRN-001_news_catalyst|SCRN-004_price_range|ENTR-003_dollar_levels|ENTR-004_micro_pullback|TIMING-001_premarket_watch
Another Tough Day Ross' Trade Recap.txt,4614,True,True,0.9859,0.0141,17,SCRN-001_news_catalyst|SCRN-002_relative_volume|SCRN-003_float|SCRN-005_daily_chart_room|SCRN-006_reverse_splits|SCRN-009_short_interest|ENTR-002_fcnh|STOP-003_fifty_pct_daily_stop|STOP-004_thirty_pct_soft_stop|PROF-001_dont_cap_green|PROF-002_scale_out|PROF-005_cold_market|MKTCOND-001_cold_hot_framework|MKTCOND-004_overall_market|MKTCOND-005_seasonal|TIMING-002_opening_range|TIMING-003_midday_dead
Best Trading Day Yet +$132k! Ross's Trade Recap.txt,5797,True,True,0.9859,0.0141,16,SCRN-003_float|SCRN-004_price_range|SCRN-007_foreign_stocks|ENTR-003_dollar_levels|ENTR-004_micro_pullback|ENTR-005_vwap|STOP-007_position_stop|PROF-004_size_up_hot|PROF-005_cold_market|MKTCOND-001_cold_hot_framework|MKTCOND-004_overall_market|MKTCOND-005_seasonal|TIMING-001_premarket_watch|TIMING-002_opening_range|TIMING-003_midday_dead|TIMING-006_power_hour
Day 79 of the $583.15 Challenge & Another Set Back!.txt,6162,True,True,0.9859,0.0141,12,SCRN-005_daily_chart_room|SCRN-008_sector_theme|SCRN-009_short_interest|ENTR-003_dollar_levels|ENTR-004_micro_pullback|STOP-003_fifty_pct_daily_stop|PROF-005_cold_market|MKTCOND-002_leading_gapper|MKTCOND-005_seasonal|TIMING-001_premarket_watch|TIMING-002_opening_range|TIMING-003_midday_dead
